UniProtID,N_Pockets,Score,Probability,Gene,Length,Protein
Q8IHW7,0,0.0,0.0,PF3D7_1139900,198.0,"ER membrane protein complex subunit 8, putative"
Q8IHW8,48,14.86,0.737,PF3D7_1139800,2213.0,Uncharacterized protein
Q8IHW9,9,48.85,0.978,PF3D7_1139700,505.0,"NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.6)"
Q8IHX0,3,1.87,0.037,PF3D7_1139600,629.0,Uncharacterized protein
Q8IHX1,5,5.86,0.287,PF3D7_1139500,645.0,"AAA family ATPase, putative"
Q8IHX2,7,23.79,0.892,PF3D7_1139300,2653.0,"AP2 domain transcription factor, putative"
Q8IHX3,6,3.58,0.133,PF3D7_1139200,383.0,"VPS9 domain-containing protein, putative"
Q8IHX4,3,2.6,0.075,PF3D7_1139100,1791.0,"RNA-binding protein, putative"
Q8IHX6,17,31.82,0.941,PF3D7_1138800,1920.0,"WD repeat-containing protein, putative"
Q8IHX8,9,14.09,0.711,PF3D7_1138700,1870.0,Uncharacterized protein
Q8IHX9,6,3.91,0.154,PF3D7_1138600,527.0,"Beta-catenin-like protein 1, putative"
Q8IHY0,7,11.38,0.608,PF3D7_1138500,924.0,protein-serine/threonine phosphatase (EC 3.1.3.16)
Q8IHY2,2,1.4,0.018,PF3D7_1138200,186.0,MARVEL domain-containing protein
Q8IHY3,1,1.45,0.019,PF3D7_1138100,126.0,Ubiquitin-related modifier 1 homolog
Q8IHY6,12,14.09,0.711,PF3D7_1137900,762.0,Uncharacterized protein
Q8IHY7,2,2.97,0.096,PF3D7_1137700,735.0,"Calcium-binding protein, putative"
Q8IHY8,0,0.0,0.0,PF3D7_1137600,656.0,Uncharacterized protein
Q8IHZ0,0,0.0,0.0,PF3D7_1137500,172.0,"Apicoplast ribosomal protein S14p/S29e, putative"
Q8IHZ1,5,17.21,0.798,PF3D7_1137400,425.0,UVB-resistance protein UVR8 homologue
Q8IHZ2,11,23.66,0.891,PF3D7_1137300,689.0,"CLPTM1 domain-containing protein, putative"
Q8IHZ3,4,4.22,0.172,PF3D7_1137200,415.0,Apical exonemal protein
Q8IHZ4,1,3.42,0.123,PF3D7_1137100,300.0,"Mitochondrial ribosomal protein S9, putative"
Q8IHZ5,16,14.92,0.739,PF3D7_1136900,1341.0,Subtilisin-like protease 2 (EC 3.4.21.62) (Merozoite surface sheddase) (MESH) (PfSUB2)
Q8IHZ6,2,2.75,0.083,PF3D7_1136800,369.0,"DnaJ protein, putative"
Q8IHZ7,3,5.68,0.274,PF3D7_1136700,421.0,Uncharacterized protein
Q8IHZ8,9,12.9,0.667,PF3D7_1136600,1322.0,Small-subunit processome Utp21 domain-containing protein
Q8II00,13,11.12,0.596,PF3D7_1136400,886.0,"Signal recognition particle subunit SRP72, putative"
Q8II01,15,11.96,0.633,PF3D7_1136300,1098.0,Tudor staphylococcal nuclease (EC 3.1.31.1)
Q8II02,3,1.75,0.032,PF3D7_1136200,679.0,Uncharacterized protein
Q8II03,3,2.34,0.061,PF3D7_1136100,602.0,Uncharacterized protein
Q8II05,3,41.26,0.966,PF3D7_1135900,296.0,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative (EC 1.3.99.5)"
Q8II06,1,1.8,0.034,PF3D7_1135800,159.0,Uncharacterized protein
Q8II07,44,19.27,0.837,PF3D7_1135600,1818.0,"Condensin-2 complex subunit D3, putative"
Q8II11,4,3.67,0.139,PF3D7_1135400,245.0,Uncharacterized protein
Q8II12,5,6.1,0.302,PF3D7_1135300,409.0,Uncharacterized protein
Q8II13,8,7.26,0.378,PF3D7_1135100,689.0,"Protein phosphatase PPM8, putative (EC 3.1.3.16)"
Q8II14,5,11.31,0.605,PF3D7_1135000,233.0,PQ-loop repeat-containing protein
Q8II15,13,11.52,0.614,PF3D7_1134900,682.0,Uncharacterized protein
Q8II16,0,0.0,0.0,PF3D7_1134800,487.0,Coatomer subunit delta
Q8II17,24,20.14,0.85,PF3D7_1134700,1517.0,DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)
Q8II18,1,2.28,0.057,PF3D7_1134600,1722.0,"Zinc finger protein, putative"
Q8II19,26,19.94,0.847,PF3D7_1134500,1744.0,GPI inositol-deacylase (EC 3.1.-.-)
Q8II20,1,5.74,0.279,PF3D7_1134400,174.0,Uncharacterized protein
Q8II21,5,8.38,0.447,PF3D7_1134300,2227.0,Uncharacterized protein
Q8II22,33,15.84,0.763,PF3D7_1134200,1805.0,Ribosomal RNA-processing protein 12-like conserved domain-containing protein
Q8II23,3,3.47,0.126,PF3D7_1134100,423.0,Protein disulfide isomerase (EC 5.3.4.1)
Q8II24,6,21.54,0.871,PF3D7_1134000,663.0,Heat shock protein 70
Q8II26,20,34.69,0.951,PF3D7_1133900,1231.0,Uncharacterized protein
Q8II27,9,14.42,0.722,PF3D7_1133800,857.0,"RNA (Uracil-5-)methyltransferase, putative (EC 2.1.1.35)"
Q8II28,4,2.95,0.095,PF3D7_1133700,997.0,"FHA domain-containing protein, putative"
Q8II29,15,5.28,0.247,PF3D7_1133600,708.0,Uncharacterized protein
Q8II30,11,16.47,0.779,PF3D7_1133500,392.0,Uncharacterized protein
Q8II31,4,4.41,0.185,PF3D7_1133300,366.0,"LEM3/CDC50 family protein, putative"
Q8II32,17,44.83,0.972,PF3D7_1133200,2072.0,Erythrocyte membrane protein pfemp3
Q8II33,20,11.85,0.628,PF3D7_1133100,1057.0,Uncharacterized protein
Q8II34,0,0.0,0.0,PF3D7_1133000,29.0,Uncharacterized protein
Q8II35,1,1.38,0.017,PF3D7_1132900,200.0,Glycine cleavage system H protein
Q8II36,3,8.79,0.471,PF3D7_1132800,258.0,Aquaglyceroporin (PfAQP) (Aquaporin-1)
Q8II37,2,1.5,0.021,PF3D7_1132700,333.0,"50S ribosomal protein L2, putative"
Q8II38,0,0.0,0.0,PF3D7_1132600,386.0,Pre-mRNA-splicing factor 38
Q8II40,32,25.59,0.908,PF3D7_1132500,1439.0,"Amino acid transporter, putative"
Q8II41,9,26.84,0.917,PF3D7_1132400,1461.0,Chloroquine resistance transporter
Q8II42,4,9.23,0.495,PF3D7_1132300,273.0,CST complex subunit STN1 (Suppressor of cdc thirteen homolog)
Q8II43,4,20.43,0.855,PF3D7_1132200,544.0,T-complex protein 1 subunit alpha (CCT-alpha)
Q8II44,7,4.55,0.195,PF3D7_1132100,1130.0,"RNA-binding protein, putative"
Q8II45,4,2.97,0.096,PF3D7_1132000,882.0,"Ubiquitin-like protein, putative"
Q8II46,8,3.86,0.151,PF3D7_1131900,776.0,Uncharacterized protein
Q8II47,21,22.79,0.883,PF3D7_1131800,1576.0,"Oxysterol-binding protein, putative"
Q8II49,0,0.0,0.0,PF3D7_1131500,256.0,Uncharacterized protein
Q8II50,32,25.08,0.903,PF3D7_1131400,1701.0,Heptatricopeptide repeat-containing protein
Q8II51,9,10.1,0.544,PF3D7_1131300,565.0,Uncharacterized protein
Q8II52,0,0.0,0.0,PF3D7_1131200,381.0,Dynein regulatory complex protein 10
Q8II53,16,11.73,0.623,PF3D7_1131100,773.0,"Serpentine receptor, putative"
Q8II54,0,0.0,0.0,PF3D7_1131000,170.0,"RNA-binding protein s1, putative"
Q8II55,22,13.68,0.695,PF3D7_1130900,1352.0,Mitochondrial rpoD
Q8II56,1,1.34,0.015,PF3D7_1130800,507.0,"Armadillo repeat protein PF16, putative"
Q8II57,7,2.94,0.095,PF3D7_1130700,1818.0,"Structural maintenance of chromosomes protein 1, putative"
Q8II58,18,8.56,0.457,PF3D7_1130600,888.0,tRNA:m(4)X modification enzyme TRM13 (EC 2.1.1.225)
Q8II59,13,7.26,0.378,PF3D7_1130500,985.0,"Conserved oligomeric Golgi complex subunit 2, putative"
Q8II60,1,8.51,0.454,PF3D7_1130400,439.0,"26S protease regulatory subunit 6A, putative (EC 3.6.4.8)"
Q8II61,0,0.0,0.0,PF3D7_1130200,316.0,60S acidic ribosomal protein P0
Q8II62,0,0.0,0.0,PF3D7_1130100,87.0,60S ribosomal protein L38
Q8II63,13,13.84,0.701,PF3D7_1130000,940.0,"Phosphoacetylglucosamine mutase, putative (EC 5.4.2.3)"
Q8II64,5,40.71,0.964,PF3D7_1129900,609.0,"Major facilitator superfamily-related transporter, putative"
Q8II65,4,4.83,0.215,PF3D7_1129800,282.0,Uncharacterized protein
Q8II66,3,2.94,0.095,PF3D7_1129700,180.0,Plasmodium RESA N-terminal domain-containing protein
Q8II67,16,13.29,0.681,PF3D7_1129600,1338.0,"Phosphatidylinositol-4-phosphate 5-kinase, putative (EC 2.7.1.68)"
Q8II69,6,13.79,0.699,PF3D7_1129400,634.0,"rRNA (Cytosine-C(5))-methyltransferase, putative (EC 2.1.1.-)"
Q8II70,20,15.17,0.747,PF3D7_1129300,1846.0,Uncharacterized protein
Q8II71,3,2.39,0.063,PF3D7_1129200,393.0,"26S proteasome regulatory subunit RPN7, putative"
Q8II72,6,12.03,0.636,PF3D7_1129100,452.0,Parasitophorous vacuolar protein 1
Q8II73,3,6.78,0.347,PF3D7_1129000,321.0,Spermidine synthase (EC 2.5.1.16)
Q8II76,7,9.28,0.498,PF3D7_1128700,493.0,GPI-anchor transamidase (EC 3.4.13.19)
Q8II77,3,6.58,0.333,PF3D7_1128600,559.0,"CCR4-NOT transcription complex subunit 2, putative"
Q8II78,7,8.91,0.477,PF3D7_1128500,718.0,"Fe-S cluster assembly protein, putative"
Q8II79,6,35.43,0.953,PF3D7_1128400,376.0,Bifunctional farnesyl/geranylgeranyl diphosphate synthase (EC 2.5.1.29)
Q8II80,28,11.33,0.606,PF3D7_1128300,1570.0,ATP-dependent 6-phosphofructokinase (EC 2.7.1.11)
Q8II81,0,0.0,0.0,PF3D7_1128200,136.0,"Multiprotein-bridging factor 1, putative"
Q8II82,1,1.67,0.028,PF3D7_1128100,248.0,"Prefoldin subunit 5, putative"
Q8II83,19,14.77,0.734,PF3D7_1128000,1789.0,Uncharacterized protein
Q8II84,6,14.61,0.728,PF3D7_1127900,409.0,Uncharacterized protein
Q8II85,16,25.66,0.908,PF3D7_1127800,1420.0,"TFIIS central domain-containing protein, putative"
Q8II86,1,1.53,0.023,PF3D7_1127700,447.0,Uncharacterized protein
Q8II87,5,29.76,0.932,PF3D7_1127600,297.0,"CRAL/TRIO domain-containing protein, putative"
Q8II88,5,6.74,0.344,PF3D7_1127500,424.0,"Protein disulfide-isomerase, putative (EC 5.3.4.1)"
Q8II89,2,15.95,0.766,PF3D7_1127400,159.0,Uncharacterized protein
Q8II90,4,5.19,0.241,PF3D7_1127300,293.0,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)
Q8II91,0,0.0,0.0,PF3D7_1127200,68.0,Uncharacterized protein
Q8II92,1,4.14,0.168,PF3D7_1127100,173.0,Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)
Q8II93,3,2.36,0.062,PF3D7_1127000,287.0,"Protein phosphatase, putative (EC 3.1.3.16)"
Q8II94,0,0.0,0.0,PF3D7_1126900,86.0,Sm protein F
Q8II95,1,1.81,0.034,PF3D7_1126800,914.0,"RNA-binding protein, putative"
Q8II97,8,4.73,0.208,PF3D7_1126700,926.0,"Autophagy-related protein 23, putative"
Q8II98,3,51.87,0.982,PF3D7_1126600,682.0,"Steryl ester hydrolase, putative (EC 3.1.1.13)"
Q8II99,25,15.07,0.744,PF3D7_1126500,1368.0,"WD repeat-containing protein, putative"
Q8IIA0,0,0.0,0.0,PF3D7_1126400,181.0,"Mediator of RNA polymerase II transcription subunit 21, putative"
Q8IIA2,0,0.0,0.0,PF3D7_1126200,156.0,"40S ribosomal protein S18, putative"
Q8IIA3,18,12.85,0.665,PF3D7_1126100,1316.0,"Autophagy-related protein 7, putative"
Q8IIA4,8,14.44,0.722,PF3D7_1126000,1013.0,threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)
Q8IIA5,1,0.78,0.002,PF3D7_1125900,93.0,"XTBD domain-containing protein, putative"
Q8IIA6,10,13.89,0.702,PF3D7_1125800,592.0,"Kelch domain-containing protein, putative"
Q8IIA7,10,12.37,0.648,PF3D7_1125700,669.0,"Kelch domain-containing protein, putative"
Q8IIA8,0,0.0,0.0,PF3D7_1125500,126.0,Small nuclear ribonucleoprotein Sm D1 (snRNP core protein D1)
Q8IIA9,0,0.0,0.0,PF3D7_1125400,470.0,"Mitochondrial import inner membrane translocase subunit TIM44, putative"
Q8IIB0,18,10.59,0.569,PF3D7_1125300,1531.0,DNA-directed RNA polymerase (EC 2.7.7.6)
Q8IIB2,3,5.36,0.254,PF3D7_1125100,496.0,"ATP synthase F0 subunit b-like protein, putative"
Q8IIB3,2,6.71,0.341,PF3D7_1125000,290.0,Uncharacterized protein
Q8IIB4,0,0.0,0.0,PF3D7_1124900,124.0,"60S ribosomal protein L35, putative"
Q8IIB5,1,3.48,0.127,PF3D7_1124800,246.0,Ribosome biogenesis regulatory protein
Q8IIB6,1,1.09,0.007,PF3D7_1124700,301.0,GrpE protein homolog
Q8IIB7,4,20.03,0.849,PF3D7_1124600,423.0,ethanolamine kinase (EC 2.7.1.82)
Q8IIB8,7,9.61,0.517,PF3D7_1124500,608.0,Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)
Q8IIB9,3,2.84,0.089,PF3D7_1124400,147.0,U6 snRNA-associated Sm-like protein LSm1
Q8IIC0,4,5.3,0.249,PF3D7_1124300,525.0,Uncharacterized protein
Q8IIC2,21,14.66,0.73,PF3D7_1124100,1653.0,"BEACH domain-containing protein, putative"
Q8IIC3,8,26.84,0.917,PF3D7_1124000,465.0,"Endoplasmic reticulum oxidoreductin, putative (EC 5.3.4.1)"
Q8IIC4,0,0.0,0.0,PF3D7_1123900,145.0,H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2)
Q8IIC5,12,5.16,0.238,PF3D7_1123800,1268.0,Structural maintenance of chromosomes protein 5
Q8IIC6,0,0.0,0.0,PF3D7_1123700,150.0,Large ribosomal subunit protein mL54
Q8IIC7,7,8.7,0.465,PF3D7_1123600,712.0,"RAP protein, putative"
Q8IIC8,20,13.19,0.677,PF3D7_1123500,1336.0,Golgi protein 2
Q8IIC9,5,8.17,0.435,PF3D7_1123400,555.0,"Translation elongation factor EF-1, subunit alpha, putative"
Q8IID0,8,7.73,0.409,PF3D7_1123300,689.0,"RING zinc finger protein, putative"
Q8IID1,6,8.63,0.461,PF3D7_1123200,814.0,Leucine-rich repeat protein
Q8IID2,13,13.9,0.703,PF3D7_1123100,2265.0,Calcium-dependent protein kinase 7 (EC 2.7.11.17)
Q8IID3,4,7.61,0.402,PF3D7_1123000,2467.0,SANT domain-containing protein
Q8IID5,13,9.32,0.5,PF3D7_1122800,1617.0,Calcium-dependent protein kinase 6 (EC 2.7.11.17)
Q8IID6,6,42.55,0.968,PF3D7_1122700,254.0,Fam-l protein
Q8IIE0,19,14.67,0.73,PF3D7_1122600,1832.0,MSP domain-containing protein
Q8IIE1,0,0.0,0.0,PF3D7_1122500,1956.0,Uncharacterized protein
Q8IIE2,11,8.22,0.438,PF3D7_1122400,851.0,Uncharacterized protein
Q8IIE3,12,19.08,0.834,PF3D7_1122300,361.0,Uncharacterized protein
Q8IIE4,4,37.0,0.956,PF3D7_1122200,446.0,"JmjC domain-containing protein, putative (EC 1.14.11.-)"
Q8IIE5,8,7.19,0.374,PF3D7_1122100,514.0,"GPI transamidase component GPI16, putative"
Q8IIE6,4,6.37,0.321,PF3D7_1122000,480.0,Heptatricopeptide repeat-containing protein
Q8IIE7,6,17.98,0.812,PF3D7_1121900,525.0,non-specific serine/threonine protein kinase (EC 2.7.11.1)
Q8IIE8,24,18.22,0.818,PF3D7_1121800,2024.0,"Peptidase M16, putative (EC 3.4.24.55)"
Q8IIE9,12,7.72,0.409,PF3D7_1121700,815.0,Protein GCN20
Q8IIF0,0,0.0,0.0,PF3D7_1121600,162.0,Exported protein 1
Q8IIF1,5,5.02,0.228,PF3D7_1121500,515.0,Uncharacterized protein
Q8IIF2,6,11.0,0.59,PF3D7_1121400,582.0,"WD repeat-containing protein, putative"
Q8IIF4,20,19.95,0.847,PF3D7_1121300,1675.0,Tyrosine kinase-like protein (EC 2.7.10.2)
Q8IIF5,0,0.0,0.0,PF3D7_1121200,155.0,Uncharacterized protein
Q8IIF6,0,0.0,0.0,PF3D7_1121100,1544.0,Rhoptry protein
Q8IIF7,7,31.39,0.939,PF3D7_1121000,293.0,Palmitoyltransferase (EC 2.3.1.225)
Q8IIF8,0,0.0,0.0,PF3D7_1120900,113.0,Heat shock factor-binding protein 1
Q8IIF9,1,0.98,0.005,PF3D7_1120800,83.0,DUF4536 domain-containing protein
Q8IIG0,5,6.5,0.328,PF3D7_1120700,1252.0,Uncharacterized protein
Q8IIG2,10,8.84,0.473,PF3D7_1120500,791.0,"tRNA nucleotidyltransferase, putative (EC 2.7.7.72)"
Q8IIG3,7,21.47,0.87,PF3D7_1120400,382.0,"Alpha/beta hydrolase fold domain containing protein, putative"
Q8IIG5,0,0.0,0.0,PF3D7_1120200,83.0,Uncharacterized protein
Q8IIG6,2,14.39,0.721,PF3D7_1120100,250.0,Phosphoglycerate mutase (EC 5.4.2.11)
Q8IIG8,12,18.3,0.82,PF3D7_1119900,1749.0,"Protein transport protein SEC16, putative"
Q8IIG9,1,3.62,0.135,PF3D7_1119800,200.0,"Alternative splicing factor ASF-1, putative"
Q8IIH0,0,0.0,0.0,PF3D7_1119700,352.0,Uncharacterized protein
Q8IIH1,6,14.64,0.729,PF3D7_1119600,1052.0,"ATP-dependent zinc metalloprotease FTSH, putative (EC 3.4.24.-)"
Q8IIH2,2,3.95,0.156,PF3D7_1119500,436.0,"AP-4 complex subunit mu, putative"
Q8IIH3,37,27.68,0.922,PF3D7_1119400,2147.0,HECT-type E3 ubiquitin transferase (EC 2.3.2.26)
Q8IIH4,1,1.71,0.03,PF3D7_1119300,294.0,"Splicing factor U2AF small subunit, putative"
Q8IIH6,2,1.26,0.012,PF3D7_1119100,324.0,tRNA (guanine(9)-N(1))-methyltransferase (EC 2.1.1.221)
Q8IIH7,3,2.62,0.076,PF3D7_1119000,371.0,"Acyl-CoA-binding protein, putative"
Q8IIH8,2,3.1,0.104,PF3D7_1118900,248.0,Uncharacterized protein
Q8IIH9,4,39.53,0.962,PF3D7_1118800,391.0,"Actin-related protein 2/3 complex subunit 1, putative"
Q8III1,2,2.62,0.076,PF3D7_1118700,652.0,Myosin light chain B
Q8III2,16,10.14,0.545,PF3D7_1118600,608.0,Histone acetyltransferase (EC 2.3.1.48)
Q8III3,2,0.88,0.004,PF3D7_1118500,594.0,Nucleolar protein 56
Q8III4,4,14.19,0.714,PF3D7_1118400,306.0,"Haloacid dehalogenase-like hydrolase, putative"
Q8III5,31,29.24,0.93,PF3D7_1118300,1488.0,"Insulinase, putative (EC 3.4.24.56)"
Q8III6,13,20.1,0.85,PF3D7_1118200,930.0,"Heat shock protein 90, putative"
Q8III7,2,3.54,0.131,PF3D7_1118100,155.0,AP complex subunit sigma
Q8III8,1,2.18,0.052,PF3D7_1118000,200.0,Uncharacterized protein
Q8III9,0,0.0,0.0,PF3D7_1117900,1471.0,Uncharacterized protein
Q8IIJ0,9,9.88,0.531,PF3D7_1117800,1016.0,DNA mismatch repair protein MLH
Q8IIJ1,0,0.0,0.0,PF3D7_1117600,153.0,Peptidyl-tRNA hydrolase ICT1 (EC 3.1.1.29)
Q8IIJ2,11,24.03,0.895,PF3D7_1117500,561.0,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase)
Q8IIJ3,0,0.0,0.0,PF3D7_1117400,397.0,Uncharacterized protein
Q8IIJ4,1,2.42,0.065,PF3D7_1117300,128.0,Uncharacterized protein
Q8IIJ6,3,3.07,0.102,PF3D7_1117100,465.0,Ubiquitin carboxyl-terminal hydrolase UCH54 (EC 3.4.19.12) (PfUCH37) (PfUCH54)
Q8IIJ7,21,9.71,0.522,PF3D7_1117000,1283.0,Major facilitator superfamily domain-containing protein
Q8IIJ8,7,6.15,0.306,PF3D7_1116800,906.0,Heat shock protein 101
Q8IIK0,23,25.94,0.909,PF3D7_1116600,856.0,dolichyl-diphosphooligosaccharide--protein glycotransferase (EC 2.4.99.18)
Q8IIK1,12,42.27,0.968,PF3D7_1116500,455.0,Folate transporter 2 (PfFT2)
Q8IIK2,1,9.93,0.534,PF3D7_1116400,485.0,Guanine nucleotide-exchange factor SEC12
Q8IIK3,1,3.93,0.155,PF3D7_1116300,167.0,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)
Q8IIK5,5,7.89,0.419,PF3D7_1116000,1201.0,Rhoptry neck protein 4
Q8IIK6,7,26.04,0.91,PF3D7_1115900,293.0,Palmitoyltransferase (EC 2.3.1.225)
Q8IIK7,0,0.0,0.0,PF3D7_1115800,304.0,Uncharacterized protein
Q8IIK8,1,4.68,0.204,PF3D7_1115600,195.0,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)
Q8IIK9,0,0.0,0.0,PF3D7_1115500,231.0,"AP2 domain transcription factor, putative"
Q8IIL0,4,7.44,0.39,PF3D7_1115400,492.0,Falcipain-3 (EC 3.4.22.-) (Cysteine proteinase falcipain-3)
Q8IIL1,13,14.36,0.72,PF3D7_1115200,793.0,Histone-lysine N-methyltransferase SET7 (EC 2.1.1.43)
Q8IIL2,3,1.87,0.037,PF3D7_1115000,145.0,Uncharacterized protein
Q8IIL3,24,8.21,0.437,PF3D7_1114900,2480.0,Uncharacterized protein
Q8IIL4,2,18.91,0.832,PF3D7_1114800,394.0,Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)
Q8IIL5,4,14.88,0.738,PF3D7_1114700,699.0,non-specific serine/threonine protein kinase (EC 2.7.11.1)
Q8IIL6,0,0.0,0.0,PF3D7_1114600,335.0,Uncharacterized protein
Q8IIL7,10,14.94,0.739,PF3D7_1114500,428.0,Uncharacterized protein
Q8IIL8,9,22.42,0.881,PF3D7_1114400,637.0,"RAP protein, putative"
Q8IIL9,2,9.68,0.52,PF3D7_1114200,373.0,"GTPase-activating protein, putative"
Q8IIM2,7,6.83,0.35,PF3D7_1114100,278.0,Rhomboid-like protease (EC 3.4.21.105)
Q8IIM3,0,0.0,0.0,PF3D7_1114000,175.0,"Dynein light chain Tctex-type, putative"
Q8IIM4,28,20.61,0.859,PF3D7_1113800,702.0,Uncharacterized protein
Q8IIM5,6,19.42,0.839,PF3D7_1113700,356.0,Lactoylglutathione lyase (EC 4.4.1.5) (Glyoxalase I)
Q8IIM6,1,1.61,0.026,PF3D7_1113600,376.0,"Rpr2, RNAse P"
Q8IIM7,11,18.53,0.824,PF3D7_1113500,698.0,"GTP-binding protein, putative"
Q8IIM8,2,1.15,0.009,PF3D7_1113400,388.0,"Ubiquitin domain-containing protein DSK2, putative"
Q8IIM9,9,38.6,0.96,PF3D7_1113300,343.0,"UDP-galactose transporter, putative"
Q8IIN0,2,5.32,0.251,PF3D7_1113200,129.0,Uncharacterized protein
Q8IIN1,0,0.0,0.0,PF3D7_1113100,218.0,Protein tyrosine phosphatase (EC 3.1.3.48)
Q8IIN5,8,35.53,0.953,PF3D7_1112800,445.0,DUF1704 domain-containing protein
Q8IIN6,12,19.85,0.846,PF3D7_1112700,1159.0,Condensin complex subunit 1 C-terminal domain-containing protein
Q8IIN7,2,11.35,0.607,PF3D7_1112600,707.0,"ATPase, putative (EC 3.6.4.12)"
Q8IIN8,4,5.61,0.269,PF3D7_1112500,278.0,"RNA transcription, translation and transport factor protein, putative"
Q8IIN9,2,2.92,0.094,PF3D7_1112400,191.0,CST complex subunit STN1 (Suppressor of cdc thirteen homolog)
Q8IIP0,12,5.92,0.29,PF3D7_1112300,845.0,DEAD box helicase
Q8IIP2,39,30.62,0.935,PF3D7_1112100,2460.0,Protein kinase domain-containing protein
Q8IIP3,0,0.0,0.0,PF3D7_1112000,72.0,Uncharacterized protein
Q8IIP4,1,1.55,0.023,PF3D7_1111900,236.0,ubiquitinyl hydrolase 1 (EC 3.4.19.12)
Q8IIP5,1,1.0,0.006,PF3D7_1111800,355.0,"Peptidyl-prolyl cis-trans isomerase, putative (EC 5.2.1.8)"
Q8IIP6,16,14.07,0.71,PF3D7_1111700,800.0,Uncharacterized protein
Q8IIP8,7,28.18,0.924,PF3D7_1111400,188.0,Uncharacterized protein
Q8IIP9,3,5.12,0.235,PF3D7_1111300,289.0,"Protein transport protein BOS1, putative"
Q8IIQ0,1,2.16,0.051,PF3D7_1111200,594.0,WW domain-containing protein
Q8IIQ1,3,9.99,0.537,PF3D7_1111100,349.0,"Replication factor C subunit 5, putative"
Q8IIQ2,10,8.62,0.461,PF3D7_1111000,579.0,NOL1/NOP2/Sun domain family member 4
Q8IIQ3,1,4.21,0.172,PF3D7_1110900,579.0,"ES2 protein, putative"
Q8IIQ5,2,1.93,0.04,PF3D7_1110600,178.0,"Mitochondrial ribosomal protein L11, putative"
Q8IIQ6,5,3.47,0.126,PF3D7_1110500,1050.0,Vacuolar protein sorting-associated protein 35
Q8IIQ7,0,0.0,0.0,PF3D7_1110400,1483.0,"RNA-binding protein, putative"
Q8IIQ9,0,0.0,0.0,PF3D7_1110300,221.0,G-patch domain-containing protein
Q8IIR0,12,5.2,0.241,PF3D7_1110200,1329.0,"Pre-mRNA-processing factor 6, putative"
Q8IIR2,1,6.3,0.316,PF3D7_1109400,436.0,"Essential nuclear protein 1, putative"
Q8IIR3,12,10.77,0.578,PF3D7_1109100,1467.0,Uncharacterized protein
Q8IIR4,4,1.68,0.028,PF3D7_1108900,463.0,"Tetratricopeptide repeat protein, putative"
Q8IIR5,0,0.0,0.0,PF3D7_1108800,155.0,CHCH domain-containing protein
Q8IIR6,6,5.78,0.281,PF3D7_1108700,540.0,DnaJ homolog subfamily C member 16 (Endoplasmic reticulum DNA J domain-containing protein 8)
Q8IIR7,5,10.03,0.54,PF3D7_1108600,343.0,Endoplasmic reticulum-resident calcium binding protein
Q8IIR8,5,2.87,0.09,PF3D7_1108500,327.0,"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)"
Q8IIR9,4,11.4,0.609,PF3D7_1108400,335.0,non-specific serine/threonine protein kinase (EC 2.7.11.1)
Q8IIS0,1,4.72,0.207,PF3D7_1108200,164.0,D-aminoacyl-tRNA deacylase (PfDTD) (EC 3.1.1.96) (D-Tyrosyl-tRNA(Tyr) deacylase) (Gly-tRNA(Ala) deacylase) (Gly-tRNA(Gly) deacylase)
Q8IIS1,7,4.49,0.191,PF3D7_1108100,1368.0,Uncharacterized protein
Q8IIS2,2,4.08,0.164,PF3D7_1108000,568.0,"IWS1-like protein, putative"
Q8IIS3,9,9.45,0.508,PF3D7_1107900,1812.0,"Mechanosensitive ion channel protein, putative"
Q8IIS4,6,5.47,0.26,PF3D7_1107800,1828.0,"AP2 domain transcription factor, putative"
Q8IIS6,0,0.0,0.0,PF3D7_1107600,1145.0,Uncharacterized protein
Q8IIS7,0,0.0,0.0,PF3D7_1107500,155.0,"Prefoldin, putative"
Q8IIS8,3,3.88,0.152,PF3D7_1107400,350.0,DNA repair protein RAD51 homolog
Q8IIT1,9,8.17,0.435,PF3D7_1107200,713.0,CCZ1/INTU/HSP4 first Longin domain-containing protein
Q8IIT2,2,3.17,0.108,PF3D7_1107100,588.0,"Nucleic acid binding protein, putative"
Q8IIT3,0,0.0,0.0,PF3D7_1107000,126.0,U6 snRNA-associated Sm-like protein LSm4
